driver_id,driver_label,global_theme,driver_scope,driver_prior_weight,activation_evidence_required,counter_evidence_required,enabled
MATURE_NODE_FOUNDRY_UTILIZATION,Mature-node foundry utilization / pricing,Foundry,"mature and specialty node utilization, wafer pricing, customer inventory and end-demand; do not infer from leading-edge AI demand",1.0,At least one time-consistent primary/official or high-quality source confirming mature/specialty-node utilization pricing or end-demand; distinguish company-specific from industry-wide.,"Search for contradictory mature-node utilization, wafer pricing, inventory and end-demand evidence; leading-edge AI strength is not confirmation; report UNKNOWN if unresolved.",1
WAFER_FAB_EQUIPMENT_CAPEX,Wafer-fab equipment capex,Semiconductor_Equipment,wafer-fab equipment/consumables capex,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,Semiconductor_Equipment,CoWoS/advanced packaging/test/probe capex,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,MLCC,"MLCC utilization, pricing and end-demand",1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
GRID_CAPEX,Grid modernization / transformer and cable capex,Power_Grid,"transformer, switchgear, cable and grid modernization capex; physical grid demand, not copper-price inference",1.0,At least one time-consistent primary/official or high-quality source confirming physical grid/utility capex orders or project demand; distinguish company-specific vs industry-wide.,"Search for contradictory utility capex, order backlog, project timing or cable/transformer demand evidence; copper price alone is not confirmation; report UNKNOWN if unresolved.",1
POWER_ELECTRONICS_CAPEX,Power equipment / electronics capex,Power,power electronics/equipment capex; not automatically nuclear,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
NUCLEAR_GRID_SECOND_ORDER,Nuclear buildout second-order grid equipment,Nuclear_Power,only nuclear-specific buildout evidence; second-order grid benefit,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
CONTAINER_FREIGHT,Container freight / liner shipping cycle,Shipping,container spot/contract freight and liner utilization,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
DRY_BULK_FREIGHT,Dry-bulk freight / commodity shipping cycle,Shipping,BDI/Capesize/Panamax and commodity-volume freight cycle,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
COPPER_COMMODITY_TRADE_INVENTORY,Copper commodity price / trade-inventory cycle,Copper,"LME/COMEX copper pricing, exchange inventories, regional premia, tariffs/trade dislocations and physical tightness; does not prove cable/grid volume demand",1.0,At least one time-consistent primary/official or high-quality source confirming copper commodity pricing/inventory/trade-dislocation conditions; distinguish commodity tightness from downstream demand.,"Search for contradictory exchange inventory, physical premium, import/export, tariff, supply and demand evidence; grid capex or cable orders must be validated separately; report UNKNOWN if unresolved.",1
ENTERPRISE_CYBER_SPEND,Enterprise cybersecurity spending,Cybersecurity,"enterprise security budgets, subscriptions, channel demand",1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
BIOPHARMA_RISK_APPETITE,Biopharma risk appetite / clinical-commercial cycle,Biotech,biopharma funding/clinical/commercial environment,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
GENOMICS_RISK_APPETITE,Genomics risk appetite / platform cycle,Genomics,genomics platform demand / funding / clinical environment,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,Financials,"NIM, rates, credit quality and loan growth",1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
CONSUMER_ELECTRONICS_CYCLE,Consumer electronics demand cycle,Consumer_Tech,consumer electronics units and manufacturing cycle,1.0,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",1
OPTICAL_COMPONENT_DEMAND,Optical-component / photonics demand,Photonics,datacom and telecom optical-component units and ASP; laser diode passive filter and fiber-laser orders; satellite optical demand only when company exposure is verified,1.0,At least one time-consistent source confirming optical-component orders shipments utilization or end-market demand for the company-relevant segment.,Search for contradictory optical unit demand ASP inventory customer capex or segment-mix evidence; generic AI strength is not confirmation.,1
SEMICONDUCTOR_FAB_UTILIZATION_CONSUMABLES,Semiconductor fab-utilization / consumables demand,Semiconductor_Consumables,wafer starts fab utilization CMP step intensity consumables usage and reclaim-wafer demand,1.0,At least one time-consistent source confirming wafer starts fab utilization CMP consumable demand or reclaim-wafer utilization.,Search for contradictory fab utilization wafer-start inventory consumables pricing or customer-order evidence; equipment capex alone is not confirmation.,1
LEO_SATCOM_DEPLOYMENT,LEO satellite / ground-infrastructure deployment,Satcom,constellation deployment satellite launches gateway buildout microwave backhaul and RF component demand; not generic space-sector price strength,1.0,At least one time-consistent source confirming constellation deployments gateway orders ground-equipment demand or company-relevant RF and microwave orders.,Search for delays launch slippage gateway capex cuts customer concentration or order cancellations; generic satellite-stock strength is not confirmation.,1
CLINICAL_REGULATORY_COMMERCIALIZATION,Clinical / regulatory / commercialization milestones,Biotech,product-specific regulatory approvals clinical enrollment or readout commercialization licensing revenue and cash runway; sector ETF price is risk context only,1.0,At least one product-specific primary or high-quality source confirming the current regulatory clinical or commercial milestone and its timing.,Search for trial failure safety issues regulatory delay weak adoption financing dilution or runway risk; XBI and IBB must not validate the company thesis.,1
SILICON_WAFER_DEMAND_PRICING,Silicon-wafer demand / pricing cycle,Silicon_Wafer,200mm and 300mm silicon-wafer shipments ASP customer inventory foundry utilization and supplier guidance,1.0,At least one time-consistent source confirming silicon-wafer shipment pricing inventory or utilization conditions from suppliers or major customers.,Search for wafer inventory correction utilization weakness price concessions delayed LTAs or capacity oversupply; broad semiconductor strength is not sufficient.,1
REINSURANCE_PRICING_CATA_CYCLE,Reinsurance pricing / catastrophe cycle,Reinsurance,renewal rate changes catastrophe losses combined ratio retrocession capacity and investment yield,1.0,At least one time-consistent source confirming renewal pricing catastrophe-loss conditions underwriting margins or investment-yield transmission.,Search for adverse reserve development rate softening catastrophe losses capital inflow or investment-yield reversal.,1
TAIWAN_AUTO_DEMAND,Taiwan auto-registration / delivery demand,Auto,Taiwan new-car registrations brand market share deliveries supply allocation JPY/TWD and financing conditions; overseas OEM share prices are context only,1.0,At least one time-consistent local source confirming registrations deliveries market share supply or pricing conditions relevant to the company.,Search for registration declines delivery delays price cuts FX headwinds inventory buildup or financing deterioration; overseas OEM price strength is not confirmation.,1
ANALOG_PMIC_DEMAND,Analog / PMIC demand cycle,Analog_IC,PMIC unit demand design wins channel inventory ASP and PC server consumer industrial end-market shipments,1.0,At least one time-consistent source confirming PMIC orders design wins channel inventory or end-market shipment demand.,Search for analog inventory correction pricing pressure design-loss evidence or end-market shipment weakness.,1
MOBILE_RF_FRONTEND_DEMAND,Mobile RF front-end demand,RF_Semiconductor,smartphone units RF content per device band complexity GaAs and InP epi or foundry utilization and RF front-end inventory,1.0,At least one time-consistent source confirming handset units RF content demand inventory or GaAs and InP utilization relevant to the company.,Search for smartphone shipment weakness RF inventory correction content loss pricing pressure or customer concentration; optical demand must be validated separately.,1
PETROCHEMICAL_CYCLE,Petrochemical feedstock / product spread cycle,Petrochemicals,naphtha ethylene propylene aromatics PVC PE PP ABS polyester and downstream chemical product spreads utilization inventories and China Asia supply demand; distinguish refining margins from petrochemical spreads,0.8,At least one time-consistent source confirming relevant Asian petrochemical product pricing spread utilization inventory or end-demand; company mapping must specify material chain.,Search for feedstock cost squeeze oversupply inventory buildup utilization cuts import export shifts and weak downstream demand; crude price alone is not confirmation.,1
REFINING_MARGIN_CYCLE,Refining margin / crack-spread cycle,Refining,gasoline diesel jet fuel refining margins crack spreads refinery utilization inventories and maintenance; petrochemical cracker margins must be validated separately,0.8,At least one time-consistent source confirming regional refining margins crack spreads product inventories utilization or maintenance conditions.,Search for margin compression product inventory builds demand weakness capacity additions and maintenance changes; crude direction alone is not confirmation.,1
TELECOM_SERVICE_CYCLE,Telecom service / ARPU and enterprise ICT cycle,Telecom,mobile ARPU subscriber mix 5G monetization fixed broadband enterprise ICT cloud IDC cybersecurity and telecom capex; regulated spectrum and competition matter,0.75,At least one time-consistent source confirming ARPU subscriber broadband enterprise ICT IDC cloud or telecom capex trends relevant to the operator.,Search for ARPU pressure churn price competition capex burden spectrum cost enterprise ICT slowdown and regulatory changes.,1
PC_GAMING_HARDWARE_CYCLE,PC / gaming hardware replacement and GPU cycle,PC_Hardware,PC units gaming notebook motherboard add-in-board GPU desktop and channel inventory replacement cycle; AI server demand must be mapped separately,0.8,At least one time-consistent source confirming PC gaming GPU motherboard notebook shipment channel inventory or product-cycle demand.,Search for channel inventory GPU or CPU launch delays weak sell-through pricing pressure and PC shipment contraction.,1
DISPLAY_PANEL_CYCLE,Display panel demand / pricing and utilization cycle,Display,LCD OLED panel prices utilization inventories TV monitor notebook automotive display demand and capacity discipline,0.75,At least one time-consistent source confirming panel pricing utilization inventory or end-market unit demand.,Search for panel price declines utilization cuts inventory builds capacity additions and weak TV monitor notebook demand.,1
DISPLAY_DRIVER_IC_CYCLE,Display driver IC / TCON demand cycle,Display_IC,DDIC TCON OLED driver unit demand ASP channel inventory panel shipments and foundry utilization; do not infer from general semiconductor strength,0.75,At least one time-consistent source confirming DDIC TCON orders ASP inventory panel shipment or relevant foundry utilization.,Search for panel shipment weakness DDIC inventory correction ASP pressure design losses and mature-node utilization weakness.,1
DISCRETE_POWER_SEMI_CYCLE,Discrete / power semiconductor demand cycle,Power_Semiconductor,diodes rectifiers MOSFET IGBT SiC power-device unit demand ASP inventory and industrial auto consumer server end-markets,0.75,At least one time-consistent source confirming discrete or power-semiconductor orders utilization ASP inventory or end-market demand relevant to the company.,Search for channel inventory pricing pressure utilization weakness design losses and end-market slowdown; AI exposure must be validated separately.,1
INDUSTRIAL_CHEMICAL_CYCLE,Industrial / specialty chemical demand cycle,Chemicals,commodity and specialty chemical product pricing feedstock spreads utilization inventories and industrial end-demand; map exact chemical family at company level,0.7,At least one time-consistent source confirming relevant chemical product pricing spread utilization inventory or industrial end-demand.,Search for feedstock squeeze oversupply inventory builds utilization cuts import pressure and downstream demand weakness.,1
PASSIVE_COMPONENT_CYCLE,Passive component demand / inventory cycle,Passive_Components,resistors inductors protection components LEDs and other passive component demand ASP utilization channel inventory and electronics industrial auto end-markets; MLCC has its own specific driver,0.7,At least one time-consistent source confirming passive-component orders ASP utilization inventory or relevant end-market demand.,Search for inventory correction ASP pressure utilization weakness order cancellations and end-market slowdown.,1
LED_COMPONENT_CYCLE,LED component / lighting demand cycle,LED,LED component module lighting automotive indicator sensor demand ASP utilization and channel inventory; power semiconductor exposure must be mapped separately,0.65,At least one time-consistent source confirming LED component module orders ASP utilization inventory or end-market demand.,Search for LED oversupply ASP pressure utilization weakness inventory buildup and end-market slowdown.,1
EMBEDDED_ETHERNET_IC_CYCLE,Embedded Ethernet / connectivity IC demand cycle,Networking_IC,embedded Ethernet controller PHY switch USB networking IC units ASP inventory and industrial consumer networking end-demand; AI networking requires separate evidence,0.7,At least one time-consistent source confirming embedded Ethernet or connectivity IC orders shipments inventory or end-market demand.,Search for inventory correction ASP pressure design losses mature-node weakness and end-market slowdown.,1
SOLAR_CELL_CAPEX_TECH_UPGRADE,Solar-cell manufacturing capex / technology upgrade,Solar,solar cell capacity expansion TOPCon BC HJT technology transitions metallization fine-line printing equipment and consumables; module price alone is insufficient,0.8,At least one time-consistent source confirming cell capacity expansion technology conversion equipment consumable orders or relevant customer capex.,Search for solar overcapacity capex cuts utilization weakness technology delays and customer order cancellations.,1
PHARMA_505B2_GENERIC_COMMERCIALIZATION,505(b)(2) / complex-generic regulatory and commercialization cycle,Pharma,product-specific FDA regulatory milestones licensing launches market exclusivity generic competition and commercialization for 505(b)(2) and complex generics,0.8,At least one product-specific primary or high-quality source confirming regulatory approval filing launch licensing commercialization or market-access milestone.,Search for CRL regulatory delay litigation competition launch weakness reimbursement issues dilution and cash-runway risk.,1
VACCINE_COMMERCIALIZATION,Vaccine commercialization / regulatory cycle,Biotech,vaccine approvals tenders immunization demand overseas registration manufacturing scale-up and product-specific clinical development,0.8,At least one product-specific primary or high-quality source confirming approval tender shipment overseas registration manufacturing or clinical milestone.,Search for weak uptake tender loss regulatory delay safety issues competing vaccines manufacturing constraints and financing risk.,1
SEMICONDUCTOR_FACILITY_BUILDOUT,Semiconductor fab facility / clean utility buildout,Semiconductor_Infrastructure,fab construction cleanroom high-purity gas and chemical piping utility systems facility expansion and maintenance; wafer equipment demand alone is insufficient,0.85,At least one time-consistent source confirming fab construction facility expansion clean-utility orders or company-relevant project backlog.,Search for fab delay capex cancellation construction slippage order deferral and customer concentration.,1
OPTOELECTRONIC_IMAGING_EQUIPMENT_CYCLE,Optoelectronic imaging / scanner equipment cycle,Optoelectronic_Equipment,optoelectronic imaging equipment scanner imaging module industrial and medical imaging demand ASP utilization and replacement cycle; semiconductor AOI requires separate evidence,0.65,At least one time-consistent source confirming optoelectronic imaging scanner equipment orders product mix utilization or end-market demand.,Search for imaging equipment order slowdown ASP pressure inventory buildup replacement-cycle weakness and customer concentration.,1
RENEWABLE_ENERGY_EPC_BUILDOUT,Renewable energy EPC / power infrastructure buildout,Renewable_Energy,solar PV energy storage and related power engineering EPC project awards construction progress backlog commissioning and policy-driven capacity additions; equipment technology cycles should be mapped separately,0.8,At least one time-consistent source confirming project awards backlog construction progress commissioning or renewable power capacity additions relevant to the contractor.,Search for project delays permitting grid constraints financing pressure EPC margin compression receivable risk and policy changes.,1
SEMICONDUCTOR_TEST_CYCLE,Semiconductor test / OSAT utilization cycle,Semiconductor_Test,wafer test final test burn-in probe-card load-board test-interface demand utilization ASP and semiconductor production volume; advanced packaging AI test is a separate thesis layer,0.75,At least one time-consistent source confirming test utilization orders capacity pricing or semiconductor production demand.,Search for test utilization weakness inventory correction capacity oversupply pricing pressure and customer production cuts.,1
ASIC_DESIGN_SERVICE_CYCLE,ASIC design-service / turnkey cycle,ASIC_Design,ASIC design starts NRE tape-outs turnkey wafer and packaging production across consumer networking industrial and compute applications; AI leading-edge demand is a separate thesis layer,0.75,At least one time-consistent source confirming ASIC design starts NRE tape-outs or turnkey production demand.,Search for tape-out delays project cancellations weak NRE bookings customer concentration and production pushouts.,1
SERVER_HARDWARE_CYCLE,Server / enterprise compute hardware cycle,Server_Hardware,enterprise cloud server system motherboard BMC chassis rack and ODM shipment cycle across CPU GPU and ASIC servers; AI-specific acceleration is a separate thesis layer,0.8,At least one time-consistent source confirming server shipments orders backlog platform ramps or channel inventory.,Search for server shipment slowdown platform delays inventory builds customer capex cuts and ODM order pushouts.,1
NETWORKING_CONNECTIVITY_CYCLE,Networking / connectivity semiconductor cycle,Networking,Ethernet PCIe PHY switch controller connectivity IC and networking hardware demand across enterprise cloud industrial and consumer applications; 800G 1.6T AI networking is a separate thesis layer,0.75,At least one time-consistent source confirming networking connectivity orders shipments utilization or inventory.,Search for enterprise networking slowdown inventory correction ASP pressure design losses and platform delays.,1
OPTICAL_PHOTONICS_CYCLE,Optical / photonics component cycle,Photonics,optical transceiver laser filter photodetector epi wafer and photonics component demand across telecom datacom industrial and sensing; AI 800G 1.6T CPO is a separate thesis layer,0.75,At least one time-consistent source confirming optical component orders shipments pricing utilization or customer demand.,Search for optical inventory correction pricing pressure transceiver slowdown qualification delays and capacity oversupply.,1
PCB_MATERIALS_CYCLE,PCB / laminate / interconnect materials cycle,PCB,PCB copper foil CCL glass fabric drill-bit and board demand utilization pricing and electronics end-markets; AI high-layer-board demand is a separate thesis layer,0.75,At least one time-consistent source confirming PCB laminate copper foil glass fabric drill demand utilization or pricing.,Search for PCB inventory correction copper foil CCL price weakness utilization cuts and end-market slowdown.,1
THERMAL_MANAGEMENT_CYCLE,Thermal-management component cycle,Thermal,fans heat sinks vapor chambers cold plates quick disconnects heat exchangers and thermal modules across server industrial auto and electronics; AI liquid cooling is a separate thesis layer,0.75,At least one time-consistent source confirming thermal-component orders shipments utilization or end-market demand.,Search for server slowdown liquid-cooling delays component price pressure inventory builds and customer concentration.,1
POWER_CONNECTIVITY_CYCLE,Power interconnect / protection component cycle,Power_Components,power cords connectors relays protection components sensors and power-distribution components across data center industrial auto and electronics; AI HVDC is a separate thesis layer,0.75,At least one time-consistent source confirming power-component orders shipments utilization or end-market demand.,Search for order slowdown pricing pressure inventory builds project delays and customer concentration.,1
SEMICONDUCTOR_INFRA_SERVICES_CYCLE,Semiconductor infrastructure / analysis service cycle,Semiconductor_Services,fab consumables material analysis failure analysis facility buildout test services and semiconductor infrastructure demand; node-specific AI or SiPh demand is a separate thesis layer,0.75,At least one time-consistent source confirming semiconductor service orders utilization backlog or fab activity.,Search for fab capex cuts utilization slowdown project delays service pricing pressure and customer concentration.,1
SOLAR_MANUFACTURING_CYCLE,Solar manufacturing / equipment cycle,Solar,solar cell module manufacturing volume utilization equipment consumables and technology-transition demand; specific TOPCon BC upgrades are a separate thesis layer,0.7,At least one time-consistent source confirming solar manufacturing utilization capex equipment or consumable demand.,Search for solar overcapacity utilization cuts capex cancellations module price collapse and technology delays.,1
GRID_ELECTRICAL_EQUIPMENT_CYCLE,Grid electrical equipment / transformer cycle,Grid_Equipment,transformers switchgear GIS breakers electrical engineering and grid modernization demand across utilities industrial and data centers; project-specific grid capex catalysts are separate thesis layers,0.8,At least one time-consistent source confirming utility grid equipment orders backlog pricing capacity or project awards.,Search for utility capex cuts project delays transformer pricing normalization capacity additions and order cancellations.,1
WIRE_CABLE_CYCLE,Wire / cable demand and copper pass-through cycle,Wire_Cable,power cable wire rod specialty cable demand volumes spreads copper pass-through and grid construction; copper price and grid capex catalysts are separate thesis layers,0.75,At least one time-consistent source confirming wire cable orders volumes spreads backlog or end-market construction demand.,Search for order slowdown copper pass-through lag margin compression project delays and inventory buildup.,1
FOUNDRY_CYCLE,Semiconductor foundry utilization / wafer cycle,Foundry,foundry wafer starts utilization ASP node mix and semiconductor end-demand across leading and mature nodes; AI leading-edge demand is a separate thesis layer,0.8,At least one time-consistent source confirming foundry utilization wafer starts ASP node mix or customer demand.,Search for utilization cuts wafer-start slowdown inventory correction pricing pressure and node migration delays.,1
MEMORY_SEMICONDUCTOR_CYCLE,Memory semiconductor demand / pricing cycle,Memory,DRAM NAND NOR specialty memory units pricing inventories utilization and electronics server industrial end-demand; product-specific price catalysts are separate thesis layers,0.8,At least one time-consistent source confirming memory pricing inventory bit shipments utilization or end-market demand.,Search for inventory builds contract-price declines utilization cuts oversupply and weak bit demand.,1
NETWORK_EQUIPMENT_CYCLE,Networking equipment / broadband CPE cycle,Networking_Equipment,switch router broadband CPE Wi-Fi fixed-access and enterprise carrier networking equipment shipments inventory and capex; AI Ethernet upgrades are separate thesis layers,0.75,At least one time-consistent source confirming networking equipment orders shipments inventory carrier or enterprise capex.,Search for carrier capex cuts enterprise networking slowdown inventory correction price pressure and platform delays.,1
SEMICONDUCTOR_EQUIPMENT_CYCLE,Semiconductor equipment / process-tool cycle,Semiconductor_Equipment,wafer fab packaging wet process cleaning metrology automation and semiconductor equipment orders backlog utilization and capex; specific advanced packaging or WFE catalysts are separate thesis layers,0.8,At least one time-consistent source confirming semiconductor equipment orders backlog utilization or customer capex.,Search for fab capex cuts order pushouts cancellations utilization weakness and customer concentration.,1
CYBERSECURITY_IT_SERVICES_CYCLE,Cybersecurity / enterprise IT services cycle,Cybersecurity,security software distribution integration managed services enterprise IT infrastructure and cloud-security spending; vendor-specific security catalysts are separate thesis layers,0.75,At least one time-consistent source confirming enterprise security IT services bookings vendor demand or customer budgets.,Search for enterprise budget cuts deal delays vendor concentration margin pressure and security-spend normalization.,1
BIOPHARMA_COMMERCIALIZATION_CYCLE,Biopharma commercialization / pipeline cycle,Biopharma,approved drug sales launches licensing pipeline clinical regulatory milestones reimbursement and manufacturing; sector risk appetite is a separate market thesis layer,0.75,At least one product or company-specific source confirming commercial sales launch licensing regulatory clinical or manufacturing milestones.,Search for clinical failure regulatory delay reimbursement pressure competition patent risk safety issues and financing risk.,1
UPS_POWER_SYSTEMS_CYCLE,UPS / power conversion systems cycle,Power_Systems,UPS power conversion backup power industrial power quality and data-center power-system demand; AI data-center capex is a separate thesis layer,0.75,At least one time-consistent source confirming UPS power-system orders backlog utilization or end-market demand.,Search for data-center project delays industrial slowdown order cancellations pricing pressure and inventory buildup.,1
DRY_BULK_SHIPPING_CYCLE,Dry-bulk shipping / fleet cycle,Dry_Bulk,dry-bulk vessel supply demand utilization charter rates commodity tonne-miles and fleet orderbook; BDI or commodity shocks are thesis signals rather than company identity,0.8,At least one time-consistent source confirming charter rates fleet utilization tonne-mile demand orderbook or commodity shipment demand.,Search for vessel oversupply commodity shipment weakness congestion normalization and charter-rate declines.,1
STORAGE_MEMORY_PRODUCTS_CYCLE,Storage / memory module product cycle,Storage,SSD memory module controller and industrial storage shipment ASP inventory and NAND DRAM input costs; NAND pricing is a separate thesis layer,0.75,At least one time-consistent source confirming storage product shipments ASP inventory channel demand or input-cost trends.,Search for channel inventory weak SSD module demand NAND cost squeeze and ASP declines.,1
