run_id,research_priority,global_theme,driver_id,driver_label,driver_scope,global_theme_strength_v2,global_latest_price_date,global_leaders_evidence,activation_state,activation_confidence,activation_evidence_required,counter_evidence_required,price_cannot_activate_driver,nomination_origin,reverse_nominee_count,reverse_nominees,local_catalyst_check_required,transmission_gap_proxy_max,taiwan_reverse_anomaly_max
20260919T131926+0800-ad2c247a,0.83125,Genomics,GENOMICS_RISK_APPETITE,Genomics risk appetite / platform cycle,genomics platform demand / funding / clinical environment,0.83125,2026-09-18,GNOM:PERSISTENT:RS20=0.022; IDNA:PERSISTENT:RS20=0.012,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",True,GLOBAL_THEME,0,,False,,
20260919T131926+0800-ad2c247a,0.7982774390243903,Semiconductor_Equipment,ADVANCED_PACKAGING_TEST_CAPEX,Advanced packaging / test capex,CoWoS/advanced packaging/test/probe capex,0.325,2026-09-18,7735.T:NEUTRAL:RS20=0.002; 8035.T:WEAKENING:RS20=-0.007; ASML:WEAKENING:RS20=-0.042; 6857.T:NEUTRAL:RS20=-0.092; TER:WEAKENING:RS20=-0.031,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 3264.TWO|欣銓|reaction=PERSISTENT|anomaly=0.993|gap=-0.585; 6257.TW|矽格|reaction=PRE_CONFIRMATION|anomaly=0.990|gap=-0.567; 3035.TW|智原|reaction=PRE_CONFIRMATION|anomaly=0.972|gap=-0.408; 6683.TWO|雍智科技|reaction=EXTENDED|anomaly=0.998|gap=-0.601; 1560.TW|中砂|reaction=EXTENDED|anomaly=0.980|gap=-0.405",True,TAIWAN_REVERSE,5,3264.TWO|欣銓|reaction=PERSISTENT|anomaly=0.993|gap=-0.585; 6257.TW|矽格|reaction=PRE_CONFIRMATION|anomaly=0.990|gap=-0.567; 3035.TW|智原|reaction=PRE_CONFIRMATION|anomaly=0.972|gap=-0.408; 6683.TWO|雍智科技|reaction=EXTENDED|anomaly=0.998|gap=-0.601; 1560.TW|中砂|reaction=EXTENDED|anomaly=0.980|gap=-0.405,True,-0.40502694063926936,0.9984756097560976
20260919T131926+0800-ad2c247a,0.7979166666666666,Memory,SPECIALTY_MEMORY_PRICING,Specialty DRAM / NOR / NAND pricing,specialty DRAM/NOR/NAND pricing and utilization,0.7979166666666666,2026-09-18,SNDK:EMERGING:RS20=0.118; MU:EMERGING:RS20=0.041; 000660.KS:EMERGING:RS20=0.076; 005930.KS:WEAKENING:RS20=-0.070; WDC:WEAKENING:RS20=-0.060,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",True,GLOBAL_THEME,0,,False,,
20260919T131926+0800-ad2c247a,0.7979166666666666,Memory,MEMORY_IC_CYCLE,Memory IC design demand / ASP cycle,memory IC design revenue/ASP cycle,0.7979166666666666,2026-09-18,SNDK:EMERGING:RS20=0.118; MU:EMERGING:RS20=0.041; 000660.KS:EMERGING:RS20=0.076; 005930.KS:WEAKENING:RS20=-0.070; WDC:WEAKENING:RS20=-0.060,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",True,GLOBAL_THEME,0,,False,,
20260919T131926+0800-ad2c247a,0.796875,AI_Server,AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,"thermal density, liquid cooling adoption, cold plates, heat exchangers",0.796875,2026-09-18,DELL:PULLBACK_LEADER:RS20=0.305; HPE:NEUTRAL:RS20=0.150; SMCI:NEUTRAL:RS20=0.070,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 6230.TW|尼得科超眾|reaction=UNKNOWN|anomaly=0.861|gap=-0.002",True,GLOBAL_THEME+TAIWAN_REVERSE,1,6230.TW|尼得科超眾|reaction=UNKNOWN|anomaly=0.861|gap=-0.002,True,-0.0017565480720446187,0.8607723577235772
20260919T131926+0800-ad2c247a,0.790496087398374,MLCC,MLCC_DEMAND_PRICING,MLCC demand / pricing cycle,"MLCC utilization, pricing and end-demand",0.7697916666666667,2026-09-18,6981.T:EMERGING:RS20=0.110; 009150.KS:NEUTRAL:RS20=0.057; 6976.T:NEUTRAL:RS20=0.023,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 3026.TW|禾伸堂|reaction=PERSISTENT|anomaly=0.864|gap=-0.130",True,GLOBAL_THEME+TAIWAN_REVERSE,1,3026.TW|禾伸堂|reaction=PERSISTENT|anomaly=0.864|gap=-0.130,True,-0.13004323471588028,0.864329268292683
20260919T131926+0800-ad2c247a,0.774734756097561,Semiconductor_Equipment,SEMICONDUCTOR_EQUIPMENT_CYCLE,Semiconductor equipment / process-tool cycle,wafer fab packaging wet process cleaning metrology automation and semiconductor equipment orders backlog utilization and capex; specific advanced packaging or WFE catalysts are separate thesis layers,0.325,2026-09-18,7735.T:NEUTRAL:RS20=0.002; 8035.T:WEAKENING:RS20=-0.007; ASML:WEAKENING:RS20=-0.042; 6857.T:NEUTRAL:RS20=-0.092; TER:WEAKENING:RS20=-0.031,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent source confirming semiconductor equipment orders backlog utilization or customer capex.,"Search for fab capex cuts order pushouts cancellations utilization weakness and customer concentration. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 8064.TWO|東捷|reaction=PRE_CONFIRMATION|anomaly=0.994|gap=-0.539; 2464.TW|盟立|reaction=PERSISTENT|anomaly=0.881|gap=-0.504; 3455.TWO|由田|reaction=PERSISTENT|anomaly=0.939|gap=-0.393",True,TAIWAN_REVERSE,3,8064.TWO|東捷|reaction=PRE_CONFIRMATION|anomaly=0.994|gap=-0.539; 2464.TW|盟立|reaction=PERSISTENT|anomaly=0.881|gap=-0.504; 3455.TWO|由田|reaction=PERSISTENT|anomaly=0.939|gap=-0.393,True,-0.39303055555555555,0.994410569105691
20260919T131926+0800-ad2c247a,0.75393356199187,AI_Infrastructure,DATACENTER_POWER_INFRA,Data-center power infrastructure capex,"UPS, power delivery, electrical infrastructure for data centers",0.15677083333333333,2026-09-18,DLR:WEAKENING:RS20=-0.058; EQIX:WEAKENING:RS20=-0.058; VRT:WEAKENING:RS20=-0.059,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 8103.TW|瀚荃|reaction=PERSISTENT|anomaly=0.988|gap=-0.742; 6290.TWO|良維|reaction=CONFIRMING|anomaly=0.930|gap=-0.787; 2308.TW|台達電|reaction=UNKNOWN|anomaly=0.871|gap=-0.236; 3605.TW|宏致|reaction=EXTENDED|anomaly=0.992|gap=-0.549",True,TAIWAN_REVERSE,4,8103.TW|瀚荃|reaction=PERSISTENT|anomaly=0.988|gap=-0.742; 6290.TWO|良維|reaction=CONFIRMING|anomaly=0.930|gap=-0.787; 2308.TW|台達電|reaction=UNKNOWN|anomaly=0.871|gap=-0.236; 3605.TW|宏致|reaction=EXTENDED|anomaly=0.992|gap=-0.549,True,-0.236432017376966,0.9923780487804879
20260919T131926+0800-ad2c247a,0.7365097815040651,Financials,FINANCIALS_RATE_CREDIT_CYCLE,Financials rate / credit / margin cycle,"NIM, rates, credit quality and loan growth",0.3067708333333333,2026-09-18,JPM:WEAKENING:RS20=-0.007; XLF:WEAKENING:RS20=-0.020; BAC:WEAKENING:RS20=-0.063; GS:WEAKENING:RS20=-0.057,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 2891.TW|中信金|reaction=PERSISTENT|anomaly=0.933|gap=-0.411; 2890.TW|永豐金|reaction=PERSISTENT|anomaly=0.866|gap=-0.464; 2887.TW|台新新光金|reaction=PERSISTENT|anomaly=0.853|gap=-0.476",True,TAIWAN_REVERSE,3,2891.TW|中信金|reaction=PERSISTENT|anomaly=0.933|gap=-0.411; 2890.TW|永豐金|reaction=PERSISTENT|anomaly=0.866|gap=-0.464; 2887.TW|台新新光金|reaction=PERSISTENT|anomaly=0.853|gap=-0.476,True,-0.41089992389649926,0.9329268292682927
20260919T131926+0800-ad2c247a,0.7330243902439024,Semiconductor_Test,SEMICONDUCTOR_TEST_CYCLE,Semiconductor test / OSAT utilization cycle,wafer test final test burn-in probe-card load-board test-interface demand utilization ASP and semiconductor production volume; advanced packaging AI test is a separate thesis layer,0.0,nan,,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent source confirming test utilization orders capacity pricing or semiconductor production demand.,"Search for test utilization weakness inventory correction capacity oversupply pricing pressure and customer production cuts. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 2449.TW|京元電子|reaction=PRE_CONFIRMATION|anomaly=0.976|gap=-0.939; 3264.TWO|欣銓|reaction=PERSISTENT|anomaly=0.993|gap=-0.878; 6257.TW|矽格|reaction=PRE_CONFIRMATION|anomaly=0.990|gap=-0.872; 6239.TW|力成|reaction=PRE_CONFIRMATION|anomaly=0.915|gap=-0.777; 2360.TW|致茂|reaction=PERSISTENT|anomaly=0.860|gap=-0.696",True,TAIWAN_REVERSE,7,2449.TW|京元電子|reaction=PRE_CONFIRMATION|anomaly=0.976|gap=-0.939; 3264.TWO|欣銓|reaction=PERSISTENT|anomaly=0.993|gap=-0.878; 6257.TW|矽格|reaction=PRE_CONFIRMATION|anomaly=0.990|gap=-0.872; 6239.TW|力成|reaction=PRE_CONFIRMATION|anomaly=0.915|gap=-0.777; 2360.TW|致茂|reaction=PERSISTENT|anomaly=0.860|gap=-0.696,True,-0.6960081177067478,0.9984756097560976
20260919T131926+0800-ad2c247a,0.7328125,Consumer_Tech,CONSUMER_ELECTRONICS_CYCLE,Consumer electronics demand cycle,consumer electronics units and manufacturing cycle,0.7328125,2026-09-18,AAPL:PULLBACK_LEADER:RS20=0.078; 1810.HK:WEAKENING:RS20=-0.042,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent primary/official or high-quality source confirming this exact driver; distinguish company-specific vs industry-wide.,"Search for contradictory peer, pricing, demand, guidance, breadth or policy evidence; report UNKNOWN if unresolved.",True,GLOBAL_THEME,0,,False,,
20260919T131926+0800-ad2c247a,0.725,Cybersecurity,CYBERSECURITY_IT_SERVICES_CYCLE,Cybersecurity / enterprise IT services cycle,security software distribution integration managed services enterprise IT infrastructure and cloud-security spending; vendor-specific security catalysts are separate thesis layers,0.9666666666666667,2026-09-18,053800.KQ:PERSISTENT:RS20=0.178; CRWD:PERSISTENT:RS20=0.247; FTNT:PERSISTENT:RS20=0.125; NET:PERSISTENT:RS20=0.159; S:PERSISTENT:RS20=0.074,UNRESOLVED_RESEARCH_REQUIRED,,At least one time-consistent source confirming enterprise security IT services bookings vendor demand or customer budgets.,"Search for enterprise budget cuts deal delays vendor concentration margin pressure and security-spend normalization. For Taiwan reverse nominees, also test company-specific local catalysts such as revenue/earnings, guidance, contract/tender wins, corporate actions, index/ETF flows or squeezes. A local catalyst is an alternative explanation for the Taiwan move and must not be used to activate the global driver. Nominees: 3029.TW|零壹|reaction=PERSISTENT|anomaly=0.964|gap=-0.842; 6140.TWO|訊達|reaction=EXTENDED|anomaly=0.983|gap=-0.889",True,GLOBAL_THEME+TAIWAN_REVERSE,2,3029.TW|零壹|reaction=PERSISTENT|anomaly=0.964|gap=-0.842; 6140.TWO|訊達|reaction=EXTENDED|anomaly=0.983|gap=-0.889,True,-0.8415525114155251,0.9827235772357723
